"child_id","school_type","day","time","critical_event","days_since_event","parent_inv_1","parent_inv_2","parent_inv_3","parent_overload_1","parent_overload_2","parent_overload_3","child_selfefficacy_1","child_selfefficacy_2","child_selfefficacy_3","child_selfesteem_1","child_selfesteem_2","child_selfesteem_3"
221,"Realschule",15,14,1,4,3,3,5,4,4,5,3,1,1,2,1,2
221,"Realschule",16,15,1,5,3,3,5,4,4,5,2,2,1,1,1,2
221,"Realschule",17,16,1,6,3,3,5,4,4,5,1,1,1,1,2,3
221,"Realschule",18,17,1,7,3,3,5,4,4,5,1,2,1,2,1,1
221,"Realschule",19,18,1,8,3,3,5,4,4,5,1,3,1,1,1,2
221,"Realschule",20,19,1,9,3,3,5,4,4,5,1,1,1,4,1,1
221,"Realschule",21,20,1,10,3,3,5,4,4,5,1,1,1,1,1,1
222,"Realschule",1,0,0,0,3,5,5,4,1,5,2,3,2,2,2,1
222,"Realschule",2,1,0,0,3,5,5,4,1,5,2,1,2,3,4,1
222,"Realschule",3,2,0,0,3,5,5,4,1,5,2,3,5,1,6,5
222,"Realschule",4,3,0,0,3,5,5,4,1,5,4,4,2,3,4,6
222,"Realschule",5,4,0,0,3,5,5,4,1,5,4,3,1,1,4,4
222,"Realschule",6,5,0,0,3,5,5,4,1,5,3,4,2,3,2,2
222,"Realschule",7,6,0,0,3,5,5,4,1,5,2,5,6,3,4,4
222,"Realschule",9,8,0,0,3,5,5,4,1,5,6,6,2,2,2,7
222,"Realschule",10,9,0,0,3,5,5,4,1,5,5,4,2,4,2,6
222,"Realschule",11,10,1,0,3,5,5,4,1,5,4,5,4,4,4,4
222,"Realschule",12,11,1,1,3,5,5,4,1,5,5,5,4,5,6,4
222,"Realschule",13,12,1,2,3,5,5,4,1,5,7,4,5,3,6,6
222,"Realschule",14,13,1,3,3,5,5,4,1,5,5,5,7,5,4,6
222,"Realschule",15,14,1,4,3,5,5,4,1,5,2,7,4,2,7,5
222,"Realschule",16,15,1,5,3,5,5,4,1,5,6,5,5,6,6,5
222,"Realschule",17,16,1,6,3,5,5,4,1,5,6,7,7,7,4,5
222,"Realschule",18,17,1,7,3,5,5,4,1,5,6,5,5,7,7,6
222,"Realschule",19,18,1,8,3,5,5,4,1,5,6,7,7,5,7,7
222,"Realschule",20,19,1,9,3,5,5,4,1,5,7,5,7,7,7,6
223,"Realschule",1,0,0,0,5,6,7,7,4,6,6,6,5,4,6,5
223,"Realschule",2,1,0,0,5,6,7,7,4,6,5,3,5,6,4,3
223,"Realschule",5,4,0,0,5,6,7,7,4,6,5,7,4,5,6,4
223,"Realschule",6,5,0,0,5,6,7,7,4,6,4,4,6,7,6,3
223,"Realschule",7,6,0,0,5,6,7,7,4,6,2,5,5,5,2,3
223,"Realschule",8,7,0,0,5,6,7,7,4,6,4,3,4,4,4,7
223,"Realschule",9,8,0,0,5,6,7,7,4,6,4,4,6,4,6,3
223,"Realschule",11,10,1,0,5,6,7,7,4,6,4,2,3,4,4,4
223,"Realschule",12,11,1,1,5,6,7,7,4,6,4,4,2,2,2,4
223,"Realschule",13,12,1,2,5,6,7,7,4,6,3,4,2,4,4,4
223,"Realschule",14,13,1,3,5,6,7,7,4,6,2,4,3,4,1,5
223,"Realschule",15,14,1,4,5,6,7,7,4,6,4,4,3,1,2,2
223,"Realschule",16,15,1,5,5,6,7,7,4,6,2,2,4,5,4,4
223,"Realschule",19,18,1,8,5,6,7,7,4,6,2,2,3,2,3,1
223,"Realschule",20,19,1,9,5,6,7,7,4,6,2,3,2,5,2,1
223,"Realschule",21,20,1,10,5,6,7,7,4,6,1,1,1,2,3,3
224,"Realschule",1,0,0,0,3,2,4,4,4,6,7,7,7,6,7,4
224,"Realschule",2,1,0,0,3,2,4,4,4,6,7,7,4,7,7,7
224,"Realschule",3,2,0,0,3,2,4,4,4,6,7,7,7,7,7,7
224,"Realschule",4,3,0,0,3,2,4,4,4,6,6,6,7,6,7,6
224,"Realschule",5,4,0,0,3,2,4,4,4,6,6,7,6,6,7,6
224,"Realschule",6,5,0,0,3,2,4,4,4,6,6,6,5,5,7,6
224,"Realschule",7,6,0,0,3,2,4,4,4,6,7,5,6,6,7,5
224,"Realschule",8,7,0,0,3,2,4,4,4,6,6,7,5,3,6,3
224,"Realschule",9,8,0,0,3,2,4,4,4,6,3,6,3,4,5,3
224,"Realschule",10,9,0,0,3,2,4,4,4,6,2,2,4,6,5,4
224,"Realschule",11,10,1,0,3,2,4,4,4,6,2,3,3,1,5,4
224,"Realschule",12,11,1,1,3,2,4,4,4,6,1,1,4,2,2,3
224,"Realschule",14,13,1,3,3,2,4,4,4,6,1,1,1,3,1,1
224,"Realschule",15,14,1,4,3,2,4,4,4,6,2,1,1,2,1,1
224,"Realschule",16,15,1,5,3,2,4,4,4,6,1,1,1,2,1,1
224,"Realschule",17,16,1,6,3,2,4,4,4,6,1,1,1,1,1,1
224,"Realschule",18,17,1,7,3,2,4,4,4,6,1,1,1,1,2,1
224,"Realschule",19,18,1,8,3,2,4,4,4,6,1,1,1,1,1,1
224,"Realschule",20,19,1,9,3,2,4,4,4,6,1,1,1,1,1,1
224,"Realschule",21,20,1,10,3,2,4,4,4,6,1,1,1,1,1,1
225,"Realschule",1,0,0,0,3,4,4,4,3,1,4,7,7,6,6,6
225,"Realschule",2,1,0,0,3,4,4,4,3,1,6,5,5,6,6,5
225,"Realschule",3,2,0,0,3,4,4,4,3,1,4,7,6,5,6,6
225,"Realschule",4,3,0,0,3,4,4,4,3,1,5,6,6,7,4,4
225,"Realschule",5,4,0,0,3,4,4,4,3,1,6,6,6,6,5,7
225,"Realschule",6,5,0,0,3,4,4,4,3,1,5,6,5,6,4,6
225,"Realschule",7,6,0,0,3,4,4,4,3,1,5,4,5,4,6,4
225,"Realschule",9,8,0,0,3,4,4,4,3,1,5,5,7,6,5,6
225,"Realschule",10,9,0,0,3,4,4,4,3,1,5,7,6,4,2,6
225,"Realschule",11,10,1,0,3,4,4,4,3,1,3,4,4,6,4,4
225,"Realschule",12,11,1,1,3,4,4,4,3,1,5,5,5,4,4,7
225,"Realschule",13,12,1,2,3,4,4,4,3,1,6,6,7,5,4,6
225,"Realschule",14,13,1,3,3,4,4,4,3,1,5,4,3,4,4,6
225,"Realschule",15,14,1,4,3,4,4,4,3,1,5,3,6,7,4,6
225,"Realschule",16,15,1,5,3,4,4,4,3,1,6,4,4,6,5,5
225,"Realschule",17,16,1,6,3,4,4,4,3,1,4,5,6,6,5,2
225,"Realschule",18,17,1,7,3,4,4,4,3,1,7,5,5,4,4,5
225,"Realschule",19,18,1,8,3,4,4,4,3,1,7,2,7,6,5,6
225,"Realschule",20,19,1,9,3,4,4,4,3,1,6,6,4,5,5,5
225,"Realschule",21,20,1,10,3,4,4,4,3,1,6,7,5,5,5,7
226,"Realschule",1,0,0,0,5,4,5,3,3,6,3,5,4,4,7,4
226,"Realschule",3,2,0,0,5,4,5,3,3,6,5,3,3,5,3,4
226,"Realschule",4,3,0,0,5,4,5,3,3,6,2,6,5,3,4,1
226,"Realschule",5,4,0,0,5,4,5,3,3,6,4,3,4,3,4,5
226,"Realschule",6,5,0,0,5,4,5,3,3,6,3,3,5,4,5,4
226,"Realschule",7,6,0,0,5,4,5,3,3,6,5,3,5,6,3,6
226,"Realschule",10,9,0,0,5,4,5,3,3,6,5,2,2,5,3,5
226,"Realschule",11,10,1,0,5,4,5,3,3,6,2,3,2,3,5,4
226,"Realschule",13,12,1,2,5,4,5,3,3,6,2,3,4,4,1,4
226,"Realschule",14,13,1,3,5,4,5,3,3,6,2,1,3,4,1,4
226,"Realschule",16,15,1,5,5,4,5,3,3,6,3,1,2,1,3,3
226,"Realschule",17,16,1,6,5,4,5,3,3,6,3,2,2,3,4,4
226,"Realschule",19,18,1,8,5,4,5,3,3,6,2,2,2,2,1,6
226,"Realschule",20,19,1,9,5,4,5,3,3,6,2,2,1,2,5,2
226,"Realschule",21,20,1,10,5,4,5,3,3,6,1,3,4,4,2,4
227,"Realschule",1,0,0,0,2,5,1,4,2,3,5,3,4,2,4,1
227,"Realschule",2,1,0,0,2,5,1,4,2,3,3,4,6,4,4,3
227,"Realschule",3,2,0,0,2,5,1,4,2,3,2,2,2,7,5,4
227,"Realschule",4,3,0,0,2,5,1,4,2,3,3,2,2,5,4,5
227,"Realschule",5,4,0,0,2,5,1,4,2,3,1,2,2,3,6,3
227,"Realschule",6,5,0,0,2,5,1,4,2,3,4,2,2,4,2,2
227,"Realschule",7,6,0,0,2,5,1,4,2,3,3,4,6,4,5,5
227,"Realschule",8,7,0,0,2,5,1,4,2,3,4,4,3,3,7,4
227,"Realschule",9,8,0,0,2,5,1,4,2,3,4,2,4,3,4,7
227,"Realschule",10,9,0,0,2,5,1,4,2,3,4,4,5,3,4,6
227,"Realschule",11,10,1,0,2,5,1,4,2,3,4,2,3,5,4,3
227,"Realschule",12,11,1,1,2,5,1,4,2,3,4,2,4,3,4,3
227,"Realschule",13,12,1,2,2,5,1,4,2,3,5,3,3,4,4,3
227,"Realschule",15,14,1,4,2,5,1,4,2,3,3,4,6,3,3,5
227,"Realschule",16,15,1,5,2,5,1,4,2,3,1,3,5,2,1,3
227,"Realschule",17,16,1,6,2,5,1,4,2,3,6,4,4,1,6,4
227,"Realschule",18,17,1,7,2,5,1,4,2,3,6,6,4,4,4,7
227,"Realschule",19,18,1,8,2,5,1,4,2,3,3,2,6,5,4,5
227,"Realschule",20,19,1,9,2,5,1,4,2,3,4,6,3,4,5,4
227,"Realschule",21,20,1,10,2,5,1,4,2,3,6,2,3,6,7,3
228,"Realschule",1,0,0,0,2,1,4,1,4,2,4,4,3,4,4,5
228,"Realschule",3,2,0,0,2,1,4,1,4,2,3,6,4,5,6,4
228,"Realschule",4,3,0,0,2,1,4,1,4,2,2,4,4,5,5,4
228,"Realschule",5,4,0,0,2,1,4,1,4,2,3,4,4,7,4,2
228,"Realschule",6,5,0,0,2,1,4,1,4,2,2,5,5,3,4,5
228,"Realschule",7,6,0,0,2,1,4,1,4,2,2,1,3,3,4,2
228,"Realschule",9,8,0,0,2,1,4,1,4,2,2,4,3,4,5,5
228,"Realschule",10,9,0,0,2,1,4,1,4,2,4,2,3,4,5,4
228,"Realschule",11,10,1,0,2,1,4,1,4,2,3,2,2,2,1,4
229,"Realschule",1,0,0,0,5,3,2,4,4,5,7,7,7,7,5,7
229,"Realschule",2,1,0,0,5,3,2,4,4,5,7,7,7,7,7,7
229,"Realschule",3,2,0,0,5,3,2,4,4,5,7,7,7,7,7,7
229,"Realschule",4,3,0,0,5,3,2,4,4,5,7,5,7,7,7,6
229,"Realschule",5,4,0,0,5,3,2,4,4,5,7,7,7,7,7,7
229,"Realschule",6,5,0,0,5,3,2,4,4,5,7,6,6,7,7,7
229,"Realschule",7,6,0,0,5,3,2,4,4,5,7,7,7,7,7,7
229,"Realschule",8,7,0,0,5,3,2,4,4,5,6,7,6,7,5,7
229,"Realschule",9,8,0,0,5,3,2,4,4,5,7,6,7,5,7,6
229,"Realschule",10,9,0,0,5,3,2,4,4,5,6,6,6,7,5,2
229,"Realschule",13,12,1,2,5,3,2,4,4,5,5,5,5,2,3,2
229,"Realschule",14,13,1,3,5,3,2,4,4,5,2,4,4,2,1,4
229,"Realschule",15,14,1,4,5,3,2,4,4,5,1,2,3,3,1,1
229,"Realschule",16,15,1,5,5,3,2,4,4,5,2,3,1,2,3,2
229,"Realschule",17,16,1,6,5,3,2,4,4,5,1,1,1,2,4,2
229,"Realschule",18,17,1,7,5,3,2,4,4,5,1,1,1,1,2,5
229,"Realschule",19,18,1,8,5,3,2,4,4,5,3,1,1,2,1,1
229,"Realschule",20,19,1,9,5,3,2,4,4,5,1,2,1,1,3,1
229,"Realschule",21,20,1,10,5,3,2,4,4,5,1,1,1,1,1,2
230,"Realschule",1,0,0,0,7,6,7,7,4,4,7,7,6,5,5,5
230,"Realschule",2,1,0,0,7,6,7,7,4,4,7,6,7,7,7,6
230,"Realschule",3,2,0,0,7,6,7,7,4,4,7,7,6,4,6,6
230,"Realschule",4,3,0,0,7,6,7,7,4,4,7,6,7,6,6,7
230,"Realschule",5,4,0,0,7,6,7,7,4,4,6,6,7,5,6,2
230,"Realschule",6,5,0,0,7,6,7,7,4,4,7,6,3,6,5,6
230,"Realschule",7,6,0,0,7,6,7,7,4,4,5,6,6,3,6,5
230,"Realschule",8,7,0,0,7,6,7,7,4,4,4,5,4,6,4,2
230,"Realschule",9,8,0,0,7,6,7,7,4,4,6,4,7,4,4,5
230,"Realschule",10,9,0,0,7,6,7,7,4,4,6,3,4,5,7,7
231,"Realschule",1,0,0,0,6,4,5,4,4,3,3,1,3,2,2,3
231,"Realschule",2,1,0,0,6,4,5,4,4,3,2,4,4,3,4,3
231,"Realschule",3,2,0,0,6,4,5,4,4,3,1,2,3,4,4,2
231,"Realschule",5,4,0,0,6,4,5,4,4,3,2,2,4,4,4,5
231,"Realschule",6,5,0,0,6,4,5,4,4,3,4,2,5,4,3,3
231,"Realschule",7,6,0,0,6,4,5,4,4,3,2,4,4,6,4,5
231,"Realschule",8,7,0,0,6,4,5,4,4,3,4,4,5,4,5,4
231,"Realschule",9,8,0,0,6,4,5,4,4,3,4,6,5,5,6,6
231,"Realschule",10,9,0,0,6,4,5,4,4,3,2,4,4,4,5,3
231,"Realschule",11,10,1,0,6,4,5,4,4,3,3,1,7,3,6,1
231,"Realschule",12,11,1,1,6,4,5,4,4,3,4,4,5,3,5,3
231,"Realschule",13,12,1,2,6,4,5,4,4,3,1,4,3,5,3,6
231,"Realschule",14,13,1,3,6,4,5,4,4,3,3,3,3,4,5,4
231,"Realschule",15,14,1,4,6,4,5,4,4,3,2,4,1,4,3,5
231,"Realschule",16,15,1,5,6,4,5,4,4,3,6,5,5,5,3,3
231,"Realschule",17,16,1,6,6,4,5,4,4,3,4,4,5,6,5,5
231,"Realschule",18,17,1,7,6,4,5,4,4,3,4,4,5,5,4,5
231,"Realschule",19,18,1,8,6,4,5,4,4,3,6,5,4,2,5,3
231,"Realschule",20,19,1,9,6,4,5,4,4,3,4,5,7,4,5,4
232,"Realschule",1,0,0,0,4,6,4,5,6,6,3,2,1,4,3,2
232,"Realschule",2,1,0,0,4,6,4,5,6,6,1,2,2,4,3,5
232,"Realschule",3,2,0,0,4,6,4,5,6,6,2,3,1,2,1,1
232,"Realschule",5,4,0,0,4,6,4,5,6,6,3,3,2,2,4,3
232,"Realschule",6,5,0,0,4,6,4,5,6,6,3,3,2,4,3,2
232,"Realschule",7,6,0,0,4,6,4,5,6,6,2,4,3,2,2,5
232,"Realschule",8,7,0,0,4,6,4,5,6,6,1,1,4,4,2,4
232,"Realschule",9,8,0,0,4,6,4,5,6,6,3,3,1,3,3,3
232,"Realschule",10,9,0,0,4,6,4,5,6,6,1,5,6,3,4,3
232,"Realschule",11,10,1,0,4,6,4,5,6,6,2,2,1,2,2,3
232,"Realschule",12,11,1,1,4,6,4,5,6,6,1,3,4,1,2,4
232,"Realschule",13,12,1,2,4,6,4,5,6,6,2,4,2,2,3,1
232,"Realschule",14,13,1,3,4,6,4,5,6,6,3,3,1,2,2,4
232,"Realschule",15,14,1,4,4,6,4,5,6,6,3,3,2,4,5,2
232,"Realschule",17,16,1,6,4,6,4,5,6,6,2,3,2,2,1,3
232,"Realschule",18,17,1,7,4,6,4,5,6,6,3,2,2,3,2,2
232,"Realschule",19,18,1,8,4,6,4,5,6,6,2,2,6,4,1,2
232,"Realschule",21,20,1,10,4,6,4,5,6,6,2,3,4,2,3,3
233,"Realschule",1,0,0,0,4,2,5,2,2,3,7,7,7,7,6,6
233,"Realschule",2,1,0,0,4,2,5,2,2,3,7,7,7,4,6,7
233,"Realschule",3,2,0,0,4,2,5,2,2,3,7,6,6,7,5,6
233,"Realschule",4,3,0,0,4,2,5,2,2,3,7,7,7,5,7,3
233,"Realschule",5,4,0,0,4,2,5,2,2,3,6,7,6,6,7,6
233,"Realschule",6,5,0,0,4,2,5,2,2,3,7,6,4,7,7,4
233,"Realschule",7,6,0,0,4,2,5,2,2,3,5,6,6,7,6,4
233,"Realschule",9,8,0,0,4,2,5,2,2,3,6,7,7,5,6,6
233,"Realschule",10,9,0,0,4,2,5,2,2,3,6,6,6,3,2,7
234,"Realschule",2,1,0,0,3,2,3,4,4,4,6,5,5,6,6,4
234,"Realschule",3,2,0,0,3,2,3,4,4,4,7,6,6,7,7,6
234,"Realschule",4,3,0,0,3,2,3,4,4,4,6,4,4,6,5,5
234,"Realschule",5,4,0,0,3,2,3,4,4,4,6,6,7,7,4,6
234,"Realschule",6,5,0,0,3,2,3,4,4,4,7,6,6,6,4,2
234,"Realschule",8,7,0,0,3,2,3,4,4,4,4,4,6,5,7,5
234,"Realschule",9,8,0,0,3,2,3,4,4,4,7,7,7,7,7,7
234,"Realschule",10,9,0,0,3,2,3,4,4,4,4,6,4,6,4,6
234,"Realschule",11,10,1,0,3,2,3,4,4,4,6,6,4,3,6,4
234,"Realschule",12,11,1,1,3,2,3,4,4,4,5,3,3,4,4,4
234,"Realschule",13,12,1,2,3,2,3,4,4,4,4,4,4,5,4,2
234,"Realschule",14,13,1,3,3,2,3,4,4,4,6,6,3,5,4,4
234,"Realschule",15,14,1,4,3,2,3,4,4,4,2,5,2,2,6,4
234,"Realschule",16,15,1,5,3,2,3,4,4,4,4,3,4,3,4,4
234,"Realschule",17,16,1,6,3,2,3,4,4,4,3,2,4,3,5,5
234,"Realschule",18,17,1,7,3,2,3,4,4,4,2,2,5,3,3,2
234,"Realschule",19,18,1,8,3,2,3,4,4,4,3,3,2,2,4,4
234,"Realschule",20,19,1,9,3,2,3,4,4,4,2,2,4,3,2,4
235,"Realschule",1,0,0,0,6,6,6,4,4,3,1,1,1,2,1,1
235,"Realschule",2,1,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",3,2,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",4,3,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",5,4,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",6,5,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",7,6,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",8,7,0,0,6,6,6,4,4,3,1,1,1,1,1,1
235,"Realschule",9,8,0,0,6,6,6,4,4,3,1,1,1,1,2,1
235,"Realschule",10,9,0,0,6,6,6,4,4,3,1,1,1,1,2,3
235,"Realschule",11,10,1,0,6,6,6,4,4,3,1,1,1,2,2,2
235,"Realschule",12,11,1,1,6,6,6,4,4,3,1,1,1,1,3,3
235,"Realschule",13,12,1,2,6,6,6,4,4,3,1,1,1,1,2,1
235,"Realschule",14,13,1,3,6,6,6,4,4,3,2,2,1,1,3,1
235,"Realschule",15,14,1,4,6,6,6,4,4,3,1,4,2,2,3,3
235,"Realschule",16,15,1,5,6,6,6,4,4,3,3,4,6,1,4,4
235,"Realschule",17,16,1,6,6,6,6,4,4,3,1,1,2,1,5,3
235,"Realschule",18,17,1,7,6,6,6,4,4,3,2,3,2,4,2,1
235,"Realschule",19,18,1,8,6,6,6,4,4,3,2,3,3,4,3,2
235,"Realschule",20,19,1,9,6,6,6,4,4,3,3,3,4,2,5,3
235,"Realschule",21,20,1,10,6,6,6,4,4,3,1,2,2,5,4,3
236,"Realschule",1,0,0,0,6,6,5,6,6,6,6,6,5,4,5,4
236,"Realschule",2,1,0,0,6,6,5,6,6,6,4,6,7,3,5,2
236,"Realschule",3,2,0,0,6,6,5,6,6,6,7,4,7,7,7,6
236,"Realschule",4,3,0,0,6,6,5,6,6,6,4,7,6,6,5,6
236,"Realschule",5,4,0,0,6,6,5,6,6,6,7,4,7,4,5,6
236,"Realschule",6,5,0,0,6,6,5,6,6,6,6,7,5,5,4,6
236,"Realschule",7,6,0,0,6,6,5,6,6,6,3,3,5,4,4,6
236,"Realschule",8,7,0,0,6,6,5,6,6,6,6,6,7,6,5,4
236,"Realschule",9,8,0,0,6,6,5,6,6,6,5,5,5,6,5,4
236,"Realschule",10,9,0,0,6,6,5,6,6,6,5,7,6,4,4,6
236,"Realschule",11,10,1,0,6,6,5,6,6,6,6,4,5,3,4,7
236,"Realschule",12,11,1,1,6,6,5,6,6,6,6,3,3,4,4,5
236,"Realschule",13,12,1,2,6,6,5,6,6,6,3,3,2,4,4,2
236,"Realschule",14,13,1,3,6,6,5,6,6,6,4,2,4,6,6,4
236,"Realschule",15,14,1,4,6,6,5,6,6,6,4,4,4,2,5,2
236,"Realschule",16,15,1,5,6,6,5,6,6,6,4,4,5,3,4,5
236,"Realschule",17,16,1,6,6,6,5,6,6,6,5,4,4,4,4,6
236,"Realschule",18,17,1,7,6,6,5,6,6,6,3,4,7,4,4,2
236,"Realschule",19,18,1,8,6,6,5,6,6,6,4,2,3,3,4,4
236,"Realschule",20,19,1,9,6,6,5,6,6,6,4,5,3,3,2,4
236,"Realschule",21,20,1,10,6,6,5,6,6,6,6,3,2,4,3,2
237,"Realschule",1,0,0,0,4,2,4,4,2,5,4,3,2,4,5,4
237,"Realschule",2,1,0,0,4,2,4,4,2,5,3,6,5,4,3,5
237,"Realschule",3,2,0,0,4,2,4,4,2,5,6,4,3,5,4,5
237,"Realschule",4,3,0,0,4,2,4,4,2,5,6,2,6,4,4,2
237,"Realschule",6,5,0,0,4,2,4,4,2,5,4,7,3,5,7,6
237,"Realschule",7,6,0,0,4,2,4,4,2,5,4,4,6,4,2,5
237,"Realschule",8,7,0,0,4,2,4,4,2,5,4,3,2,3,4,5
237,"Realschule",9,8,0,0,4,2,4,4,2,5,4,4,4,4,5,3
237,"Realschule",10,9,0,0,4,2,4,4,2,5,3,4,4,3,6,6
237,"Realschule",11,10,1,0,4,2,4,4,2,5,4,4,4,4,3,4
237,"Realschule",12,11,1,1,4,2,4,4,2,5,3,3,6,5,4,3
237,"Realschule",13,12,1,2,4,2,4,4,2,5,2,3,6,3,4,4
237,"Realschule",14,13,1,3,4,2,4,4,2,5,2,1,1,1,3,2
237,"Realschule",15,14,1,4,4,2,4,4,2,5,1,4,2,1,5,4
237,"Realschule",16,15,1,5,4,2,4,4,2,5,4,5,2,3,4,2
237,"Realschule",17,16,1,6,4,2,4,4,2,5,3,5,4,4,3,3
237,"Realschule",18,17,1,7,4,2,4,4,2,5,2,4,4,4,4,7
237,"Realschule",19,18,1,8,4,2,4,4,2,5,2,1,3,2,3,3
237,"Realschule",20,19,1,9,4,2,4,4,2,5,2,1,2,6,5,5
237,"Realschule",21,20,1,10,4,2,4,4,2,5,2,2,6,3,3,3
238,"Realschule",1,0,0,0,5,5,4,6,4,2,5,4,6,6,4,5
238,"Realschule",2,1,0,0,5,5,4,6,4,2,6,5,7,6,6,3
238,"Realschule",3,2,0,0,5,5,4,6,4,2,7,4,4,7,7,6
238,"Realschule",4,3,0,0,5,5,4,6,4,2,6,7,6,6,6,4
238,"Realschule",5,4,0,0,5,5,4,6,4,2,4,7,7,6,4,5
238,"Realschule",6,5,0,0,5,5,4,6,4,2,7,6,4,7,6,4
238,"Realschule",7,6,0,0,5,5,4,6,4,2,4,6,7,5,4,7
238,"Realschule",8,7,0,0,5,5,4,6,4,2,4,4,7,4,5,6
238,"Realschule",9,8,0,0,5,5,4,6,4,2,6,4,7,7,6,7
238,"Realschule",10,9,0,0,5,5,4,6,4,2,6,6,7,7,4,5
238,"Realschule",11,10,1,0,5,5,4,6,4,2,6,4,6,3,4,4
238,"Realschule",12,11,1,1,5,5,4,6,4,2,4,6,4,4,3,7
238,"Realschule",13,12,1,2,5,5,4,6,4,2,5,6,6,6,4,2
239,"Realschule",1,0,0,0,3,6,5,5,4,5,3,3,1,3,4,2
239,"Realschule",2,1,0,0,3,6,5,5,4,5,1,1,2,2,4,4
239,"Realschule",3,2,0,0,3,6,5,5,4,5,1,1,4,2,1,1
239,"Realschule",4,3,0,0,3,6,5,5,4,5,3,2,2,2,4,4
239,"Realschule",6,5,0,0,3,6,5,5,4,5,1,3,3,2,2,1
239,"Realschule",7,6,0,0,3,6,5,5,4,5,1,1,1,4,1,2
239,"Realschule",8,7,0,0,3,6,5,5,4,5,3,1,2,3,2,2
239,"Realschule",9,8,0,0,3,6,5,5,4,5,3,2,4,1,3,2
239,"Realschule",10,9,0,0,3,6,5,5,4,5,2,3,1,2,1,2
239,"Realschule",11,10,1,0,3,6,5,5,4,5,1,3,3,3,3,3
239,"Realschule",12,11,1,1,3,6,5,5,4,5,1,1,4,2,4,4
240,"Realschule",1,0,0,0,4,7,5,4,3,6,6,7,6,5,7,7
240,"Realschule",2,1,0,0,4,7,5,4,3,6,5,7,7,5,4,4
240,"Realschule",3,2,0,0,4,7,5,4,3,6,6,5,4,5,7,4
240,"Realschule",4,3,0,0,4,7,5,4,3,6,2,5,4,4,3,7
240,"Realschule",6,5,0,0,4,7,5,4,3,6,5,3,5,7,4,4
240,"Realschule",7,6,0,0,4,7,5,4,3,6,4,5,6,4,1,5
240,"Realschule",8,7,0,0,4,7,5,4,3,6,5,3,3,3,4,5
240,"Realschule",9,8,0,0,4,7,5,4,3,6,5,4,5,2,2,4
240,"Realschule",10,9,0,0,4,7,5,4,3,6,3,4,4,4,4,7
240,"Realschule",11,10,1,0,4,7,5,4,3,6,1,1,4,3,4,1
240,"Realschule",12,11,1,1,4,7,5,4,3,6,6,3,2,3,4,4
240,"Realschule",13,12,1,2,4,7,5,4,3,6,4,6,2,4,2,3
240,"Realschule",14,13,1,3,4,7,5,4,3,6,3,4,4,2,4,1
240,"Realschule",15,14,1,4,4,7,5,4,3,6,3,5,4,2,2,4
240,"Realschule",16,15,1,5,4,7,5,4,3,6,1,1,1,3,2,2
240,"Realschule",17,16,1,6,4,7,5,4,3,6,1,3,5,1,1,1
240,"Realschule",18,17,1,7,4,7,5,4,3,6,2,1,2,1,4,1
240,"Realschule",19,18,1,8,4,7,5,4,3,6,1,1,2,1,3,1
241,"Realschule",1,0,0,0,5,4,5,3,3,1,7,7,7,7,7,5
241,"Realschule",2,1,0,0,5,4,5,3,3,1,7,7,7,7,7,7
241,"Realschule",3,2,0,0,5,4,5,3,3,1,7,7,7,7,7,6
241,"Realschule",4,3,0,0,5,4,5,3,3,1,7,7,7,7,7,7
241,"Realschule",5,4,0,0,5,4,5,3,3,1,7,7,7,7,7,7
241,"Realschule",6,5,0,0,5,4,5,3,3,1,7,7,7,7,7,7
241,"Realschule",7,6,0,0,5,4,5,3,3,1,7,6,7,6,7,7
241,"Realschule",8,7,0,0,5,4,5,3,3,1,7,7,7,7,6,4
241,"Realschule",9,8,0,0,5,4,5,3,3,1,7,6,6,7,6,7
241,"Realschule",11,10,1,0,5,4,5,3,3,1,5,6,5,6,6,5
241,"Realschule",12,11,1,1,5,4,5,3,3,1,5,6,7,4,3,5
241,"Realschule",13,12,1,2,5,4,5,3,3,1,5,2,7,4,3,2
241,"Realschule",14,13,1,3,5,4,5,3,3,1,4,5,4,4,5,5
241,"Realschule",15,14,1,4,5,4,5,3,3,1,4,3,5,4,2,4
241,"Realschule",16,15,1,5,5,4,5,3,3,1,2,2,2,4,4,4
241,"Realschule",17,16,1,6,5,4,5,3,3,1,2,3,5,4,2,2
241,"Realschule",18,17,1,7,5,4,5,3,3,1,3,3,2,2,2,4
241,"Realschule",19,18,1,8,5,4,5,3,3,1,1,1,3,2,2,2
241,"Realschule",20,19,1,9,5,4,5,3,3,1,1,1,2,3,3,1
241,"Realschule",21,20,1,10,5,4,5,3,3,1,1,2,2,1,1,1
242,"Realschule",1,0,0,0,3,3,1,5,5,6,1,1,1,1,1,2
242,"Realschule",2,1,0,0,3,3,1,5,5,6,2,1,3,1,1,2
242,"Realschule",3,2,0,0,3,3,1,5,5,6,2,3,1,4,2,4
